site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,phenophase_id,phenophase_description,pheno_class_id,pheno_class_name,first_yes_sample_size,mean_first_yes_year,mean_first_yes_doy,mean_first_yes_julian_date,se_first_yes_in_days,mean_numdays_since_prior_no,se_numdays_since_prior_no,last_yes_sample_size,mean_last_yes_year,mean_last_yes_doy,mean_last_yes_julian_date,se_last_yes_in_days,mean_numdays_until_next_no,se_numdays_until_next_no,mean_gdd,se_gdd,mean_gddf,se_gddf,tmax_winter,tmax_spring,tmax_summer,tmax_fall,tmin_winter,tmin_spring,tmin_summer,tmin_fall,prcp_winter,prcp_spring,prcp_summer,prcp_fall,mean_accum_prcp,se_accum_prcp,mean_daylength,se_daylength
1298,47.761833,-122.350052,143,WA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2009,179,2455011,-9999,5,-9999,-9999,-9999,-9999,-9999,6.46,13.41,23.7,15.46,0.22,3.95,12.56,7.11,204,279,42,210,-9999,-9999,-9999,-9999
1317,47.677654,-122.033951,163,WA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,98,2454930,-9999,2,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,435.25,-9999,783.45,-9999,6.31,13.31,23.82,15.39,-0.04,3.49,12.4,6.85,364,383,56,385,405,-9999,46656,-9999
1322,37.4659,-79.972916,388,VA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2009,93,2454925,-9999,12,-9999,-9999,-9999,-9999,-9999,8.63,19.11,28.42,19.23,-3.51,6.17,16.58,6.52,195,382,374,164,-9999,-9999,-9999,-9999
1327,42.546036,-71.3545,87,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,108,2454940,-9999,2,-9999,1,2009,116,2454948,-9999,2,-9999,234,-9999,421.2,-9999,2.31,14.72,25.21,16.09,-8.74,2.27,14.67,4.4,364,288,484,483,298,-9999,48038,-9999
1331,47.656696,-117.444153,584,WA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,109,2454941,-9999,10,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,246.75,-9999,444.15,-9999,0.97,13.7,28.43,16.07,-6.76,0.97,10.79,1.89,160,108,64,61,150,-9999,49075,-9999
1373,42.261772,-72.664558,52,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,123,2454955,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,436.75,-9999,786.15,-9999,1.87,14.97,25.71,16.09,-9.43,2.01,14.61,4.03,294,253,465,389,273,-9999,50112,-9999
1385,38.845295,-77.329628,121,VA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,83,2454915,-9999,6,-9999,1,2009,94,2454926,-9999,4,-9999,269.25,-9999,484.65,-9999,6.68,17.76,28.57,18.6,-3.65,6.48,18.23,7.9,185,438,301,376,118,-9999,43546,-9999
1419,42.011166,-88.503304,280,IL,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,91,2454923,-9999,4,-9999,1,2009,127,2454959,-9999,3,-9999,160.25,-9999,288.45,-9999,-2.1,14.48,25.16,15.45,-12.79,2.21,13.77,4.53,238,371,405,411,231,-9999,44928,-9999
1447,42.176537,-85.892448,230,MI,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,121,2454953,-9999,7,-9999,1,2009,129,2454961,-9999,6,-9999,467.5,-9999,841.5,-9999,0.23,15.35,25.68,16.12,-9.42,3.01,14.07,5.16,324,302,287,465,413,-9999,49766,-9999
1467,42.336765,-71.460106,96,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,87,2454919,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,101.75,-9999,183.15,-9999,2.33,14.47,24.78,15.89,-8.3,2.53,14.73,4.85,388,276,477,414,225,-9999,44237,-9999
1476,34.750793,-82.344971,252,SC,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,106,2454938,-9999,11,-9999,1,2009,106,2454938,-9999,7,-9999,925.75,-9999,1666.35,-9999,12.58,21.68,31.29,21.33,0.78,9.64,19.69,9.24,283,438,217,186,404,-9999,46656,-9999
1538,41.478088,-81.945312,194,OH,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,81,2454913,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,151.25,-9999,272.25,-9999,1.38,15.28,25.76,16.21,-7.24,4.33,16.08,6.79,216,247,319,297,206,-9999,43200,-9999
1580,38.25729,-85.633453,164,KY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,161,2454993,-9999,2,-9999,2,2009,242,2455074,91,6.5,1.5,1649,-9999,2968.2,-9999,6.43,19.68,28.27,20.45,-4.15,7.89,17.76,7.85,336,348,592,186,566,-9999,52531,-9999
1582,42.088398,-70.937325,29,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,116,2454948,-9999,8,-9999,1,2009,116,2454948,-9999,7,-9999,359,-9999,646.2,-9999,4.03,14.52,24.99,16.25,-6.88,3.03,15.42,5.54,392,333,439,423,436,-9999,49075,-9999
1606,40.949989,-72.976334,46,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,107,2454939,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,326.75,-9999,588.15,-9999,4.46,14.25,25.43,16.99,-4.57,4.52,16.67,7.59,311,292,463,316,270,-9999,47347,-9999
1625,40.752914,-73.888695,20,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,149,2454981,-9999,1,-9999,1,2009,294,2455126,-9999,1,-9999,1076,-9999,1936.8,-9999,5,15.76,26.81,17.79,-3.39,6.21,18.02,8.92,249,279,495,344,371,-9999,52877,-9999
1646,42.763412,-78.619591,276,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,115,2454947,-9999,6,-9999,1,2009,267,2455099,-9999,8,-9999,272.5,-9999,490.5,-9999,0.12,13.67,23.78,14.51,-9.2,1.28,13.68,4.24,304,255,410,227,300,-9999,49075,-9999
1968,40.973251,-96.775993,405,NE,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2009,91,2454923,-9999,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,230.5,-9999,414.9,-9999,2.8,17.02,27.73,17.67,-10.52,2.63,15.35,4.77,45,82,313,298,28,-9999,44928,-9999
1985,35.97707,-77.797409,28,NC,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2009,226,2455058,-9999,20,-9999,-9999,-9999,-9999,-9999,12.37,22.21,31.6,21.95,0.05,8.91,20.07,9.63,181,298,229,255,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,3,2010,96,2455293,0,4,0,3,2010,124,2455321,1,4.33333333333,0.666666666667,261.75,0,471.15,4.01943669423e-14,2.82,15.84,26.92,15.74,-6.41,4.03,15.17,5.07,366,490,326,427,547,0,45965,0
44,40.633945,-75.662949,620,PA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,101,2455298,-9999,18,-9999,-9999,-9999,-9999,-9999,2.69,18.41,29.38,17.07,-5.56,5.63,16.91,6.58,321,359,274,256,-9999,-9999,-9999,-9999
101,37.169998,-98.029999,417,KS,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,102,2455299,-9999,7,-9999,1,2010,102,2455299,-9999,3,-9999,515.25,-9999,927.45,-9999,4.59,20.43,33.74,19.5,-6.19,7.3,21.1,7.7,50,335,447,221,82,-9999,46310,-9999
374,38.059898,-87.641197,161,IN,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,106,2455303,-9999,28,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,628,-9999,1130.4,-9999,3.61,20.85,32.55,19.96,-4.85,9.27,20.79,9.16,200,326,254,404,275,-9999,47002,-9999
655,47.669998,-122.28653,13,WA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,62,2455259,-9999,7,-9999,1,2010,74,2455271,-9999,12,-9999,481.5,-9999,866.7,-9999,9.41,14.35,22,15.9,2.48,5.4,11.79,7.63,315,255,100,434,260,-9999,39053,-9999
878,41.597931,-87.063187,197,IN,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,106,2455303,-9999,6,-9999,1,2010,106,2455303,-9999,19,-9999,396.25,-9999,713.25,-9999,-0.09,16.59,28.51,16.23,-6.83,5.94,18.18,7.24,169,271,400,278,182,-9999,47347,-9999
1192,40.373085,-74.121124,42,NJ,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,98,2455295,-9999,2,-9999,-9999,-9999,-9999,-9999,4.93,18.35,30.24,18.28,-3.92,7.08,18.96,8.75,497,400,265,320,-9999,-9999,-9999,-9999
1216,42.13028,-87.751694,203,IL,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,105,2455302,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,355.75,-9999,640.35,-9999,-0.02,15.54,28.63,15.92,-6.54,6.05,18.97,8.12,177,265,397,254,180,-9999,47347,-9999
1322,37.4659,-79.972916,388,VA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,94,2455291,-9999,4,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,417.25,-9999,751.05,-9999,4.96,21.12,31.07,19.7,-4.22,6.84,18.1,7.78,396,259,301,296,283,-9999,45274,-9999
1327,42.546036,-71.3545,87,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,94,2455291,-9999,3,-9999,1,2010,105,2455302,-9999,4,-9999,249,-9999,448.2,-9999,2.62,17.23,28.8,16.4,-6.92,4.09,15.54,4.63,377,498,261,332,618,-9999,45619,-9999
1419,42.011166,-88.503304,280,IL,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,99,2455296,-9999,4,-9999,1,2010,99,2455296,-9999,7,-9999,253.5,-9999,456.3,-9999,-1.89,16.92,28.26,15.6,-9.52,4.56,16.89,5.05,149,268,479,256,151,-9999,46310,-9999
1447,42.176537,-85.892448,230,MI,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,92,2455289,-9999,5,-9999,1,2010,92,2455289,-9999,7,-9999,207,-9999,372.6,-9999,0.33,17.33,28.28,16.36,-6.79,4.71,16.88,5.85,183,247,330,234,124,-9999,45274,-9999
1580,38.25729,-85.633453,164,KY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,2,2010,92,2455289,1,2.5,0.5,2,2010,213,2455410,59.5,10.5,0.5,393.375,18.125,708.075,32.625,3.9,20.86,31.95,19.48,-4.39,8.68,20.39,8.93,222,347,404,360,189,0,44755,173
1625,40.752914,-73.888695,20,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,196,2455393,-9999,4,-9999,1,2010,245,2455442,-9999,6,-9999,2452.25,-9999,4414.05,-9999,4.52,18.71,30.26,18.11,-2.54,8.36,20.27,9.9,382,408,205,234,706,-9999,52877,-9999
1646,42.763412,-78.619591,276,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,96,2455293,-9999,1,-9999,1,2010,230,2455427,-9999,19,-9999,202.75,-9999,364.95,-9999,-0.57,15.17,25.96,15.27,-7.55,3.38,15.55,5.25,225,183,333,282,170,-9999,45965,-9999
1841,39.973316,-82.802826,275,OH,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,91,2455288,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,241.75,-9999,435.15,-9999,1.23,19.08,29.55,18.02,-6.28,5.85,17.66,6.51,211,276,401,230,197,-9999,44928,-9999
2222,42.545998,-71.355217,91,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,94,2455291,-9999,3,-9999,1,2010,109,2455306,-9999,3,-9999,249,-9999,448.2,-9999,2.62,17.23,28.8,16.4,-6.92,4.09,15.54,4.63,377,498,261,332,618,-9999,45619,-9999
2251,45.4856,-122.855499,63,OR,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,51,2455248,-9999,4,-9999,1,2010,152,2455349,-9999,20,-9999,407,-9999,732.6,-9999,9.6,15.43,24.52,17.65,2.61,5.49,11.3,7.25,368,329,126,314,233,-9999,37325,-9999
2283,39.36087,-79.689758,435,WV,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,106,2455303,-9999,1,-9999,1,2010,129,2455326,-9999,1,-9999,412,-9999,741.6,-9999,0.68,17.95,27.67,17.12,-7.14,4.1,15.62,5.91,348,297,339,219,301,-9999,47002,-9999
2346,35.88015,-78.704681,120,NC,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,80,2455277,-9999,2,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,390.5,-9999,702.9,-9999,8.8,22.93,32.59,21.64,-2.05,9.4,21.1,10.43,392,279,279,335,239,-9999,43200,-9999
2484,42.169407,-88.366592,273,IL,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2010,113,2455310,-9999,8,-9999,1,2010,98,2455295,-9999,7,-9999,408.75,-9999,735.75,-9999,-1.62,16.67,28.27,15.62,-9.33,4.4,16.9,5,152,306,449,245,159,-9999,48730,-9999
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,3,2011,112,2455674,0,6,0,3,2011,140,2455702,0.666666666667,23.6666666667,0.666666666667,222.25,0,400.05,0,1.3,12.18,25.48,16.69,-8.85,2.43,14.95,6.23,296,349,304,280,434,0,48730,0
44,40.633945,-75.662949,620,PA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,111,2455673,-9999,6,-9999,1,2011,121,2455683,-9999,7,-9999,351.75,-9999,633.15,-9999,2.28,15.91,28.59,18.55,-7.23,5.11,16.67,5.99,240,509,478,401,459,-9999,48038,-9999
101,37.169998,-98.029999,417,KS,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,82,2455644,-9999,4,-9999,1,2011,82,2455644,-9999,10,-9999,390.75,-9999,703.35,-9999,7.21,21.59,37.72,23.05,-6.79,6.83,22.05,8.09,39,107,119,107,65,-9999,43200,-9999
878,41.597931,-87.063187,197,IN,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,113,2455675,-9999,29,-9999,-9999,-9999,-9999,-9999,-0.68,13.67,27.9,17.93,-7.98,4.12,17.24,6.92,184,366,320,218,-9999,-9999,-9999,-9999
1216,42.13028,-87.751694,203,IL,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,137,2455699,-9999,23,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,584.25,-9999,1051.65,-9999,-0.43,12.59,27.86,17.8,-7.76,3.85,18.01,7.82,207,400,364,161,403,-9999,52186,-9999
1327,42.546036,-71.3545,87,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,104,2455666,-9999,2,-9999,1,2011,301,2455863,-9999,3,-9999,203.75,-9999,366.75,-9999,1.81,14.16,27.45,17.26,-9.44,2.92,15.08,5.42,358,318,480,339,425,-9999,47347,-9999
1385,38.845295,-77.329628,121,VA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,104,2455666,-9999,14,-9999,-9999,-9999,-9999,-9999,4.92,18.77,30.42,20.59,-4.04,7.59,19.4,8.63,167,416,264,341,-9999,-9999,-9999,-9999
1419,42.011166,-88.503304,280,IL,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,113,2455675,-9999,3,-9999,1,2011,127,2455689,-9999,2,-9999,255.5,-9999,459.9,-9999,-2.43,13.39,28,17.63,-11.02,2.64,16.59,4.62,141,358,402,150,271,-9999,48730,-9999
1447,42.176537,-85.892448,230,MI,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,113,2455675,-9999,27,-9999,1,2011,129,2455691,-9999,4,-9999,279.5,-9999,503.1,-9999,-0.43,13.68,27.93,17.7,-8.21,3.11,16.27,5.6,167,341,284,192,275,-9999,48730,-9999
1580,38.25729,-85.633453,164,KY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,2,2011,81,2455643,2,3.5,0.5,2,2011,115,2455677,0,22,0,373.875,33.375,672.975,60.075,4.58,19.91,31.43,22.67,-4.31,8.64,19.85,7.92,227,696,299,196,302,0,43200,346
1625,40.752914,-73.888695,20,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,85,2455647,-9999,9,-9999,1,2011,127,2455689,-9999,2,-9999,242.75,-9999,436.95,-9999,3.93,16.09,29.1,19.05,-3.58,7.13,19.6,10.54,277,403,613,273,340,-9999,43891,-9999
1646,42.763412,-78.619591,276,NY,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,116,2455678,-9999,19,-9999,1,2011,264,2455826,-9999,2,-9999,240,-9999,432,-9999,-1.29,12.13,26.39,15.01,-9.16,2.09,15.52,5.17,209,448,248,289,376,-9999,49421,-9999
1897,40.64323,-75.315399,99,PA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,91,2455653,-9999,30,-9999,-9999,-9999,-9999,-9999,2.68,16.32,28.68,18.82,-7.29,4.94,16.72,5.96,256,484,637,383,-9999,-9999,-9999,-9999
2222,42.545998,-71.355217,91,MA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,104,2455666,-9999,2,-9999,1,2011,308,2455870,-9999,3,-9999,203.75,-9999,366.75,-9999,1.81,14.16,27.45,17.26,-9.44,2.92,15.08,5.42,358,318,480,339,425,-9999,47347,-9999
2251,45.4856,-122.855499,63,OR,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,86,2455648,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,493.5,-9999,888.3,-9999,8.37,13.74,24.01,16.89,2.29,4.74,11.85,7.61,466,370,56,358,404,-9999,44237,-9999
2772,36.440838,-84.323586,384,TN,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,79,2455641,-9999,4,-9999,1,2011,92,2455654,-9999,4,-9999,400.5,-9999,720.9,-9999,6.46,20.39,30.19,21.73,-4.37,7.4,17.63,6.57,519,638,411,322,485,-9999,42854,-9999
5174,37.538078,-77.554939,93,VA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,1,2011,54,2455616,-9999,18,-9999,1,2011,108,2455670,-9999,6,-9999,178.75,-9999,321.75,-9999,7.71,21.2,31.4,22.58,-3.51,8.01,19.13,8.59,155,297,421,310,76,-9999,39398,-9999
5311,40.801147,-76.039352,323,PA,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,Initial shoot or leaf growth,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,125,2455687,-9999,3,-9999,-9999,-9999,-9999,-9999,0.86,14.51,27.29,16.93,-8.18,4.13,15.77,5.32,286,620,490,391,-9999,-9999,-9999,-9999
